from,to,Effect,weight,color,origin,direction,study,tissue,cell
H2-D1,Ptpn6,1,0.997238193,green,H2-D1,vis_net_A,Exercise2,Lung,Monocy
H2-D1,Lcp2,1,0.997238193,green,H2-D1,vis_net_A,Exercise2,Lung,Monocy
NICHE,H2-D1,1,0.995851283,green,H2-D1,vis_net_A,Exercise2,Lung,Monocy
Nfkb1,Etv3,1,0.978139868,green,H2-D1,vis_net_A,Exercise2,Lung,Monocy
Fos,Csrnp1,1,0.990946742,green,H2-D1,vis_net_A,Exercise2,Lung,Monocy
Jun,Il1b,1,0.993590196,green,H2-K1,vis_net_A,Exercise2,Lung,Monocy
Csk,Lyn,-1,0.999632524,red,H2-K1,vis_net_A,Exercise2,Lung,Monocy
Lyn,Nfkb1,1,0.997101268,green,H2-K1,vis_net_A,Exercise2,Lung,Monocy
Lyn,Fos,-1,0.997101268,red,H2-K1,vis_net_A,Exercise2,Lung,Monocy
Grb2,Prkcd,1,0.997896994,green,H2-K1,vis_net_A,Exercise2,Lung,Monocy
Grb2,Rac1,1,0.997896994,green,H2-K1,vis_net_A,Exercise2,Lung,Monocy
Prkcd,Nfkb1,1,0.998502347,green,H2-K1,vis_net_A,Exercise2,Lung,Monocy
Syk,Fos,-1,0.998854573,red,H2-K1,vis_net_A,Exercise2,Lung,Monocy
Ptpn6,Lyn,-1,0.994570768,red,H2-K1,vis_net_A,Exercise2,Lung,Monocy
Ptpn6,Syk,-1,0.994570768,red,H2-K1,vis_net_A,Exercise2,Lung,Monocy
Ptpn6,Ifngr1,1,0.994570768,green,H2-K1,vis_net_A,Exercise2,Lung,Monocy
Ptpn6,Fcer1g,-1,0.994570768,red,H2-K1,vis_net_A,Exercise2,Lung,Monocy
Rac1,Nfkb1,1,0.991943619,green,H2-K1,vis_net_A,Exercise2,Lung,Monocy
Il1b,Nfkb1,1,0.981801327,green,H2-K1,vis_net_A,Exercise2,Lung,Monocy
Ifngr1,Nfkb1,1,0.99730349,green,H2-K1,vis_net_A,Exercise2,Lung,Monocy
Lcp2,Rac1,1,0.998673652,green,H2-K1,vis_net_A,Exercise2,Lung,Monocy
Lcp2,Rac2,1,0.998673652,green,H2-K1,vis_net_A,Exercise2,Lung,Monocy
Fcer1g,Fos,-1,0.997641223,red,H2-K1,vis_net_A,Exercise2,Lung,Monocy
Rac2,Nfkb1,1,0.999416508,green,H2-K1,vis_net_A,Exercise2,Lung,Monocy
H2-K1,Jun,1,0.997783488,green,H2-K1,vis_net_A,Exercise2,Lung,Monocy
H2-K1,Csk,1,0.997783488,green,H2-K1,vis_net_A,Exercise2,Lung,Monocy
H2-K1,Grb2,1,0.997783488,green,H2-K1,vis_net_A,Exercise2,Lung,Monocy
H2-K1,Ptpn6,1,0.997783488,green,H2-K1,vis_net_A,Exercise2,Lung,Monocy
H2-K1,Lcp2,1,0.997783488,green,H2-K1,vis_net_A,Exercise2,Lung,Monocy
NICHE,H2-K1,1,0.995851283,green,H2-K1,vis_net_A,Exercise2,Lung,Monocy
Nfkb1,Etv3,1,0.978139868,green,H2-K1,vis_net_A,Exercise2,Lung,Monocy
Fos,Csrnp1,1,0.990946742,green,H2-K1,vis_net_A,Exercise2,Lung,Monocy
Jun,Il1b,1,0.993590196,green,Fcer1g,vis_net_I,Exercise2,Lung,Monocy
Fos,Il1b,1,0.990946742,green,Fcer1g,vis_net_I,Exercise2,Lung,Monocy
Grb2,Prkcd,1,0.997896994,green,Fcer1g,vis_net_I,Exercise2,Lung,Monocy
Grb2,Rac1,1,0.997896994,green,Fcer1g,vis_net_I,Exercise2,Lung,Monocy
Prkcd,Nfkb1,1,0.998502347,green,Fcer1g,vis_net_I,Exercise2,Lung,Monocy
Syk,Rac1,1,0.998854573,green,Fcer1g,vis_net_I,Exercise2,Lung,Monocy
Syk,Nfkbia,1,0.998854573,green,Fcer1g,vis_net_I,Exercise2,Lung,Monocy
Rac1,Nfkb1,1,0.991943619,green,Fcer1g,vis_net_I,Exercise2,Lung,Monocy
Il1b,Nfkb1,1,0.981801327,green,Fcer1g,vis_net_I,Exercise2,Lung,Monocy
Nfkbia,Nfkb1,-1,0.975415413,red,Fcer1g,vis_net_I,Exercise2,Lung,Monocy
Lcp2,Rac1,1,0.998673652,green,Fcer1g,vis_net_I,Exercise2,Lung,Monocy
Lcp2,Rac2,1,0.998673652,green,Fcer1g,vis_net_I,Exercise2,Lung,Monocy
Fcer1g,Jun,-1,0.997641223,red,Fcer1g,vis_net_I,Exercise2,Lung,Monocy
Fcer1g,Fos,-1,0.997641223,red,Fcer1g,vis_net_I,Exercise2,Lung,Monocy
Fcer1g,Grb2,1,0.997641223,green,Fcer1g,vis_net_I,Exercise2,Lung,Monocy
Fcer1g,Syk,1,0.997641223,green,Fcer1g,vis_net_I,Exercise2,Lung,Monocy
Fcer1g,Lcp2,1,0.997641223,green,Fcer1g,vis_net_I,Exercise2,Lung,Monocy
Rac2,Nfkb1,1,0.999416508,green,Fcer1g,vis_net_I,Exercise2,Lung,Monocy
NICHE,Fcer1g,1,0.995851283,green,Fcer1g,vis_net_I,Exercise2,Lung,Monocy
Nfkb1,Etv3,1,0.978139868,green,Fcer1g,vis_net_I,Exercise2,Lung,Monocy
Fos,Csrnp1,1,0.990946742,green,Fcer1g,vis_net_I,Exercise2,Lung,Monocy
Mapk1,Rora,-1,0.995639928,red,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiia
Prkca,Nfkb1,1,0.9730193,green,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiia
Prkca,Mapk1,1,0.9730193,green,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiia
Prkca,Mapk14,1,0.9730193,green,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiia
Prkca,Gsk3b,-1,0.9730193,red,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiia
Prkca,Mapk12,1,0.9730193,green,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiia
Prkca,Crebbp,-1,0.9730193,red,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiia
Mapk14,Rora,1,0.977280696,green,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiia
Gsk3b,Arntl,-1,0.95495866,red,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiia
Fgfr2,Prkca,1,0.97159683,green,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiia
Fgfr2,Pik3r1,1,0.97159683,green,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiia
Fgfr2,Jak1,1,0.97159683,green,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiia
Pik3r1,Gsk3b,-1,0.965825396,red,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiia
Mapk12,Rora,1,0.998718075,green,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiia
Crebbp,Smad3,1,0.984821974,green,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiia
Jak1,Mitf,1,0.980654615,green,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiia
Jak1,Stat5b,1,0.980654615,green,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiia
NICHE,Fgfr2,1,0.91141591,green,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiia
Smad3,Hivep2,-1,0.997068637,red,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiia
Mitf,Zfpm2,1,0.996331248,green,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiia
Mitf,Bnc2,1,0.996331248,green,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiia
Mitf,Zhx3,1,0.996331248,green,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiia
Stat5b,Tulp3,1,0.994052622,green,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiia
Nfkb1,Hoxc4,1,0.997837395,green,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiia
Rora,Nr1d2,-1,0.992807542,red,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiia
Arntl,Nr1d2,-1,0.997328592,red,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiia
Mapk1,Rora,-1,0.995639928,red,Prkce,vis_net_A,Exercise2,Muscle,Ftiia
Prkca,Nfkb1,1,0.9730193,green,Prkce,vis_net_A,Exercise2,Muscle,Ftiia
Prkca,Mapk1,1,0.9730193,green,Prkce,vis_net_A,Exercise2,Muscle,Ftiia
Prkca,Mapk14,1,0.9730193,green,Prkce,vis_net_A,Exercise2,Muscle,Ftiia
Prkca,Gsk3b,-1,0.9730193,red,Prkce,vis_net_A,Exercise2,Muscle,Ftiia
Prkca,Mapk12,1,0.9730193,green,Prkce,vis_net_A,Exercise2,Muscle,Ftiia
Prkca,Crebbp,-1,0.9730193,red,Prkce,vis_net_A,Exercise2,Muscle,Ftiia
Prkce,Fgfr1,1,0.976021172,green,Prkce,vis_net_A,Exercise2,Muscle,Ftiia
Prkce,Fgfr2,1,0.976021172,green,Prkce,vis_net_A,Exercise2,Muscle,Ftiia
Fgfr1,Prkca,1,0.983427113,green,Prkce,vis_net_A,Exercise2,Muscle,Ftiia
Fgfr1,Pik3r1,1,0.983427113,green,Prkce,vis_net_A,Exercise2,Muscle,Ftiia
Mapk14,Rora,1,0.977280696,green,Prkce,vis_net_A,Exercise2,Muscle,Ftiia
Gsk3b,Arntl,-1,0.95495866,red,Prkce,vis_net_A,Exercise2,Muscle,Ftiia
Fgfr2,Prkca,1,0.97159683,green,Prkce,vis_net_A,Exercise2,Muscle,Ftiia
Fgfr2,Pik3r1,1,0.97159683,green,Prkce,vis_net_A,Exercise2,Muscle,Ftiia
Fgfr2,Jak1,1,0.97159683,green,Prkce,vis_net_A,Exercise2,Muscle,Ftiia
Pik3r1,Gsk3b,-1,0.965825396,red,Prkce,vis_net_A,Exercise2,Muscle,Ftiia
Mapk12,Rora,1,0.998718075,green,Prkce,vis_net_A,Exercise2,Muscle,Ftiia
Crebbp,Smad3,1,0.984821974,green,Prkce,vis_net_A,Exercise2,Muscle,Ftiia
Jak1,Mitf,1,0.980654615,green,Prkce,vis_net_A,Exercise2,Muscle,Ftiia
Jak1,Stat5b,1,0.980654615,green,Prkce,vis_net_A,Exercise2,Muscle,Ftiia
NICHE,Prkce,1,0.91141591,green,Prkce,vis_net_A,Exercise2,Muscle,Ftiia
Smad3,Hivep2,-1,0.997068637,red,Prkce,vis_net_A,Exercise2,Muscle,Ftiia
Mitf,Zfpm2,1,0.996331248,green,Prkce,vis_net_A,Exercise2,Muscle,Ftiia
Mitf,Bnc2,1,0.996331248,green,Prkce,vis_net_A,Exercise2,Muscle,Ftiia
Mitf,Zhx3,1,0.996331248,green,Prkce,vis_net_A,Exercise2,Muscle,Ftiia
Stat5b,Tulp3,1,0.994052622,green,Prkce,vis_net_A,Exercise2,Muscle,Ftiia
Nfkb1,Hoxc4,1,0.997837395,green,Prkce,vis_net_A,Exercise2,Muscle,Ftiia
Rora,Nr1d2,-1,0.992807542,red,Prkce,vis_net_A,Exercise2,Muscle,Ftiia
Arntl,Nr1d2,-1,0.997328592,red,Prkce,vis_net_A,Exercise2,Muscle,Ftiia
Camk2a,Crebbp,1,0.966040286,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiia
Camk2a,Jak1,1,0.966040286,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiia
Camk2a,Dlg1,1,0.966040286,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiia
Gsk3b,Arntl,-1,0.95495866,red,Camk2a,vis_net_A,Exercise2,Muscle,Ftiia
Pik3r1,Gsk3b,-1,0.965825396,red,Camk2a,vis_net_A,Exercise2,Muscle,Ftiia
Itpr1,Camk2a,1,0.990736683,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiia
Crebbp,Smad3,1,0.984821974,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiia
Crebbp,Nfkb1,1,0.984821974,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiia
Crebbp,Mitf,1,0.984821974,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiia
Crebbp,Stat5b,1,0.984821974,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiia
Crebbp,Nr3c1,1,0.984821974,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiia
Jak1,Mitf,1,0.980654615,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiia
Jak1,Stat5b,1,0.980654615,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiia
Dlg1,Pik3r1,1,0.993555862,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiia
Actn2,Camk2a,1,0.995771217,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiia
NICHE,Itpr1,1,0.91141591,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiia
NICHE,Actn2,1,0.91141591,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiia
Smad3,Hivep2,-1,0.997068637,red,Camk2a,vis_net_A,Exercise2,Muscle,Ftiia
Mitf,Zfpm2,1,0.996331248,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiia
Mitf,Bnc2,1,0.996331248,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiia
Mitf,Zhx3,1,0.996331248,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiia
Stat5b,Tulp3,1,0.994052622,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiia
Nr3c1,Bnc2,1,0.994163807,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiia
Nfkb1,Hoxc4,1,0.997837395,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiia
Arntl,Nr1d2,-1,0.997328592,red,Camk2a,vis_net_A,Exercise2,Muscle,Ftiia
Stat5b,Prkca,1,0.996487832,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiix
Stat5b,Hdac4,1,0.996487832,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiix
Prkca,Nfatc1,-1,0.969949231,red,Camk2a,vis_net_A,Exercise2,Muscle,Ftiix
Camk2a,Foxo1,1,0.972150545,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiix
Camk2a,Crebbp,1,0.972150545,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiix
Camk2a,Jak1,1,0.972150545,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiix
Hdac4,Mef2a,-1,0.989525651,red,Camk2a,vis_net_A,Exercise2,Muscle,Ftiix
Itpr1,Camk2a,1,0.984848658,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiix
Crebbp,Mitf,1,0.982450916,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiix
Crebbp,Stat5b,1,0.982450916,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiix
Crebbp,Nr3c1,1,0.982450916,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiix
Jak1,Mitf,1,0.992109539,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiix
Jak1,Stat5b,1,0.992109539,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiix
Actn2,Camk2a,1,0.990288768,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiix
NICHE,Itpr1,1,0.960931243,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiix
NICHE,Actn2,1,0.960931243,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiix
Mef2a,Hivep2,-1,0.997413094,red,Camk2a,vis_net_A,Exercise2,Muscle,Ftiix
Foxo1,Foxn3,1,0.981742123,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiix
Mitf,Bnc2,1,0.994604666,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiix
Mitf,Zhx3,1,0.994604666,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiix
Nr3c1,Bnc2,1,0.997401594,green,Camk2a,vis_net_A,Exercise2,Muscle,Ftiix
Nfatc1,Hivep2,-1,0.998782115,red,Camk2a,vis_net_A,Exercise2,Muscle,Ftiix
Stat5b,Prkca,1,0.996487832,green,Camk2g,vis_net_A,Exercise2,Muscle,Ftiix
Stat5b,Hdac4,1,0.996487832,green,Camk2g,vis_net_A,Exercise2,Muscle,Ftiix
Prkca,Nfatc1,-1,0.969949231,red,Camk2g,vis_net_A,Exercise2,Muscle,Ftiix
Camk2g,Foxo1,1,0.981062215,green,Camk2g,vis_net_A,Exercise2,Muscle,Ftiix
Camk2g,Crebbp,1,0.981062215,green,Camk2g,vis_net_A,Exercise2,Muscle,Ftiix
Hdac4,Mef2a,-1,0.989525651,red,Camk2g,vis_net_A,Exercise2,Muscle,Ftiix
Itpr1,Camk2g,1,0.984848658,green,Camk2g,vis_net_A,Exercise2,Muscle,Ftiix
Crebbp,Mitf,1,0.982450916,green,Camk2g,vis_net_A,Exercise2,Muscle,Ftiix
Crebbp,Stat5b,1,0.982450916,green,Camk2g,vis_net_A,Exercise2,Muscle,Ftiix
Crebbp,Nr3c1,1,0.982450916,green,Camk2g,vis_net_A,Exercise2,Muscle,Ftiix
Actn2,Camk2g,1,0.990288768,green,Camk2g,vis_net_A,Exercise2,Muscle,Ftiix
NICHE,Itpr1,1,0.960931243,green,Camk2g,vis_net_A,Exercise2,Muscle,Ftiix
NICHE,Actn2,1,0.960931243,green,Camk2g,vis_net_A,Exercise2,Muscle,Ftiix
Mef2a,Hivep2,-1,0.997413094,red,Camk2g,vis_net_A,Exercise2,Muscle,Ftiix
Foxo1,Foxn3,1,0.981742123,green,Camk2g,vis_net_A,Exercise2,Muscle,Ftiix
Mitf,Bnc2,1,0.994604666,green,Camk2g,vis_net_A,Exercise2,Muscle,Ftiix
Mitf,Zhx3,1,0.994604666,green,Camk2g,vis_net_A,Exercise2,Muscle,Ftiix
Nr3c1,Bnc2,1,0.997401594,green,Camk2g,vis_net_A,Exercise2,Muscle,Ftiix
Nfatc1,Hivep2,-1,0.998782115,red,Camk2g,vis_net_A,Exercise2,Muscle,Ftiix
Prkca,Nfatc1,-1,0.969949231,red,Vegfa,vis_net_A,Exercise2,Muscle,Ftiix
Fgfr1,Prkca,1,0.977111347,green,Vegfa,vis_net_A,Exercise2,Muscle,Ftiix
Mapk14,Mitf,1,0.996317313,green,Vegfa,vis_net_A,Exercise2,Muscle,Ftiix
Gab1,Prkca,1,0.979557386,green,Vegfa,vis_net_A,Exercise2,Muscle,Ftiix
Vegfa,Fgfr1,1,0.96492357,green,Vegfa,vis_net_A,Exercise2,Muscle,Ftiix
Vegfa,Mapk14,1,0.96492357,green,Vegfa,vis_net_A,Exercise2,Muscle,Ftiix
Vegfa,Gab1,1,0.96492357,green,Vegfa,vis_net_A,Exercise2,Muscle,Ftiix
Vegfa,Fgfr2,1,0.96492357,green,Vegfa,vis_net_A,Exercise2,Muscle,Ftiix
Fgfr2,Prkca,1,0.959357814,green,Vegfa,vis_net_A,Exercise2,Muscle,Ftiix
NICHE,Vegfa,1,0.960931243,green,Vegfa,vis_net_A,Exercise2,Muscle,Ftiix
Mitf,Bnc2,1,0.994604666,green,Vegfa,vis_net_A,Exercise2,Muscle,Ftiix
Mitf,Zhx3,1,0.994604666,green,Vegfa,vis_net_A,Exercise2,Muscle,Ftiix
Mitf,Foxn3,1,0.994604666,green,Vegfa,vis_net_A,Exercise2,Muscle,Ftiix
Nfatc1,Hivep2,-1,0.998782115,red,Vegfa,vis_net_A,Exercise2,Muscle,Ftiix
Stat5b,Prkca,1,0.996487832,green,Itpr1,vis_net_A,Exercise2,Muscle,Ftiix
Stat5b,Hdac4,1,0.996487832,green,Itpr1,vis_net_A,Exercise2,Muscle,Ftiix
Prkca,Nfatc1,-1,0.969949231,red,Itpr1,vis_net_A,Exercise2,Muscle,Ftiix
Camk2a,Foxo1,1,0.972150545,green,Itpr1,vis_net_A,Exercise2,Muscle,Ftiix
Camk2a,Crebbp,1,0.972150545,green,Itpr1,vis_net_A,Exercise2,Muscle,Ftiix
Camk2a,Jak1,1,0.972150545,green,Itpr1,vis_net_A,Exercise2,Muscle,Ftiix
Camk2g,Foxo1,1,0.981062215,green,Itpr1,vis_net_A,Exercise2,Muscle,Ftiix
Camk2g,Crebbp,1,0.981062215,green,Itpr1,vis_net_A,Exercise2,Muscle,Ftiix
Hdac4,Mef2a,-1,0.989525651,red,Itpr1,vis_net_A,Exercise2,Muscle,Ftiix
Itpr1,Camk2a,1,0.984848658,green,Itpr1,vis_net_A,Exercise2,Muscle,Ftiix
Itpr1,Camk2g,1,0.984848658,green,Itpr1,vis_net_A,Exercise2,Muscle,Ftiix
Crebbp,Mitf,1,0.982450916,green,Itpr1,vis_net_A,Exercise2,Muscle,Ftiix
Crebbp,Stat5b,1,0.982450916,green,Itpr1,vis_net_A,Exercise2,Muscle,Ftiix
Crebbp,Nr3c1,1,0.982450916,green,Itpr1,vis_net_A,Exercise2,Muscle,Ftiix
Jak1,Mitf,1,0.992109539,green,Itpr1,vis_net_A,Exercise2,Muscle,Ftiix
Jak1,Stat5b,1,0.992109539,green,Itpr1,vis_net_A,Exercise2,Muscle,Ftiix
NICHE,Itpr1,1,0.960931243,green,Itpr1,vis_net_A,Exercise2,Muscle,Ftiix
Mef2a,Hivep2,-1,0.997413094,red,Itpr1,vis_net_A,Exercise2,Muscle,Ftiix
Foxo1,Foxn3,1,0.981742123,green,Itpr1,vis_net_A,Exercise2,Muscle,Ftiix
Mitf,Bnc2,1,0.994604666,green,Itpr1,vis_net_A,Exercise2,Muscle,Ftiix
Mitf,Zhx3,1,0.994604666,green,Itpr1,vis_net_A,Exercise2,Muscle,Ftiix
Nr3c1,Bnc2,1,0.997401594,green,Itpr1,vis_net_A,Exercise2,Muscle,Ftiix
Nfatc1,Hivep2,-1,0.998782115,red,Itpr1,vis_net_A,Exercise2,Muscle,Ftiix
Prkca,Nfatc1,-1,0.969949231,red,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiix
Fgfr2,Prkca,1,0.959357814,green,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiix
Fgfr2,Pik3r1,1,0.959357814,green,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiix
Fgfr2,Jak1,1,0.959357814,green,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiix
Pik3r1,Foxo1,-1,0.947107302,red,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiix
Jak1,Mitf,1,0.992109539,green,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiix
NICHE,Fgfr2,1,0.960931243,green,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiix
Foxo1,Foxn3,1,0.981742123,green,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiix
Mitf,Bnc2,1,0.994604666,green,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiix
Mitf,Zhx3,1,0.994604666,green,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiix
Mitf,Foxn3,1,0.994604666,green,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiix
Nfatc1,Hivep2,-1,0.998782115,red,Fgfr2,vis_net_A,Exercise2,Muscle,Ftiix
Prkca,Nfatc1,-1,0.969949231,red,Egf,vis_net_A,Exercise2,Muscle,Ftiix
Fgfr1,Prkca,1,0.977111347,green,Egf,vis_net_A,Exercise2,Muscle,Ftiix
Fgfr1,Pik3r1,1,0.977111347,green,Egf,vis_net_A,Exercise2,Muscle,Ftiix
Egf,Fgfr1,1,0.966944257,green,Egf,vis_net_A,Exercise2,Muscle,Ftiix
Egf,Insr,1,0.966944257,green,Egf,vis_net_A,Exercise2,Muscle,Ftiix
Egf,Fgfr2,1,0.966944257,green,Egf,vis_net_A,Exercise2,Muscle,Ftiix
Insr,Pik3r1,1,0.978553488,green,Egf,vis_net_A,Exercise2,Muscle,Ftiix
Fgfr2,Prkca,1,0.959357814,green,Egf,vis_net_A,Exercise2,Muscle,Ftiix
Fgfr2,Pik3r1,1,0.959357814,green,Egf,vis_net_A,Exercise2,Muscle,Ftiix
Fgfr2,Jak1,1,0.959357814,green,Egf,vis_net_A,Exercise2,Muscle,Ftiix
Pik3r1,Foxo1,-1,0.947107302,red,Egf,vis_net_A,Exercise2,Muscle,Ftiix
Jak1,Mitf,1,0.992109539,green,Egf,vis_net_A,Exercise2,Muscle,Ftiix
NICHE,Egf,1,0.960931243,green,Egf,vis_net_A,Exercise2,Muscle,Ftiix
Foxo1,Foxn3,1,0.981742123,green,Egf,vis_net_A,Exercise2,Muscle,Ftiix
Mitf,Bnc2,1,0.994604666,green,Egf,vis_net_A,Exercise2,Muscle,Ftiix
Mitf,Zhx3,1,0.994604666,green,Egf,vis_net_A,Exercise2,Muscle,Ftiix
Mitf,Foxn3,1,0.994604666,green,Egf,vis_net_A,Exercise2,Muscle,Ftiix
Nfatc1,Hivep2,-1,0.998782115,red,Egf,vis_net_A,Exercise2,Muscle,Ftiix
Prkca,Nfatc1,-1,0.969949231,red,Insr,vis_net_I,Exercise2,Muscle,Ftiix
Prkca,Mapk14,1,0.969949231,green,Insr,vis_net_I,Exercise2,Muscle,Ftiix
Prkca,Crebbp,-1,0.969949231,red,Insr,vis_net_I,Exercise2,Muscle,Ftiix
Mapk14,Mitf,1,0.996317313,green,Insr,vis_net_I,Exercise2,Muscle,Ftiix
Gsk3b,Nr3c1,1,0.986553247,green,Insr,vis_net_I,Exercise2,Muscle,Ftiix
Insr,Gab1,1,0.978553488,green,Insr,vis_net_I,Exercise2,Muscle,Ftiix
Insr,Pik3r1,1,0.978553488,green,Insr,vis_net_I,Exercise2,Muscle,Ftiix
Gab1,Prkca,1,0.979557386,green,Insr,vis_net_I,Exercise2,Muscle,Ftiix
Pik3r1,Foxo1,-1,0.947107302,red,Insr,vis_net_I,Exercise2,Muscle,Ftiix
Pik3r1,Gsk3b,-1,0.947107302,red,Insr,vis_net_I,Exercise2,Muscle,Ftiix
Crebbp,Mitf,1,0.982450916,green,Insr,vis_net_I,Exercise2,Muscle,Ftiix
NICHE,Insr,1,0.960931243,green,Insr,vis_net_I,Exercise2,Muscle,Ftiix
Foxo1,Foxn3,1,0.981742123,green,Insr,vis_net_I,Exercise2,Muscle,Ftiix
Mitf,Zhx3,1,0.994604666,green,Insr,vis_net_I,Exercise2,Muscle,Ftiix
Nr3c1,Bnc2,1,0.997401594,green,Insr,vis_net_I,Exercise2,Muscle,Ftiix
Nfatc1,Hivep2,-1,0.998782115,red,Insr,vis_net_I,Exercise2,Muscle,Ftiix
Prkca,Nfatc1,-1,0.968497242,red,Fgfr2,vis_net_A,Exercise2,Muscle,Myotendon
Fgfr2,Prkca,1,0.976595787,green,Fgfr2,vis_net_A,Exercise2,Muscle,Myotendon
Fgfr2,Jak1,1,0.976595787,green,Fgfr2,vis_net_A,Exercise2,Muscle,Myotendon
Jak1,Mitf,1,0.990109861,green,Fgfr2,vis_net_A,Exercise2,Muscle,Myotendon
NICHE,Fgfr2,1,0.931413026,green,Fgfr2,vis_net_A,Exercise2,Muscle,Myotendon
Mitf,Zfpm2,1,0.995573943,green,Fgfr2,vis_net_A,Exercise2,Muscle,Myotendon
Mitf,Foxn3,1,0.995573943,green,Fgfr2,vis_net_A,Exercise2,Muscle,Myotendon
Nfatc1,Hivep2,-1,0.998196393,red,Fgfr2,vis_net_A,Exercise2,Muscle,Myotendon
Nfkb1,Crebbp,1,0.958031796,green,Mapk14,vis_net_A,Exercise2,Muscle,Myotendon
Mef2c,App,1,0.940798212,green,Mapk14,vis_net_A,Exercise2,Muscle,Myotendon
Stat5b,Prkca,1,0.996617489,green,Mapk14,vis_net_A,Exercise2,Muscle,Myotendon
Stat5b,Hdac4,1,0.996617489,green,Mapk14,vis_net_A,Exercise2,Muscle,Myotendon
Nr3c1,Ppp3ca,1,0.995401789,green,Mapk14,vis_net_A,Exercise2,Muscle,Myotendon
Trp63,Itgb6,1,0.979159467,green,Mapk14,vis_net_A,Exercise2,Muscle,Myotendon
