from,to,Effect,weight,color,origin,direction,study,tissue,cell
NICHE,Ptprc,1,0.997203188,green,Lyn,vis_net_A,Parabiosis2,BM,Mcr
NICHE,Prkcd,1,0.997203188,green,Lyn,vis_net_A,Parabiosis2,BM,Mcr
NICHE,Ptk2b,1,0.997203188,green,Lyn,vis_net_A,Parabiosis2,BM,Mcr
NICHE,Ptpn6,1,0.997203188,green,Lyn,vis_net_A,Parabiosis2,BM,Mcr
Stat3,Klf11,1,0.998584405,green,Lyn,vis_net_A,Parabiosis2,BM,Mcr
Fos,Csrnp1,1,0.998403319,green,Lyn,vis_net_A,Parabiosis2,BM,Mcr
Stat3,Hic2,1,0.998584405,green,Lyn,vis_net_A,Parabiosis2,BM,Mcr
Jun,Hmgb1,-1,0.998464535,red,Lyn,vis_net_A,Parabiosis2,BM,Mcr
Stat3,Hmgb1,1,0.998584405,green,Lyn,vis_net_A,Parabiosis2,BM,Mcr
Stat3,Dusp1,1,0.998584405,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
Cebpb,Dusp1,1,0.99905888,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
Jun,Dusp1,1,0.998464535,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
Fos,Dusp1,1,0.998403319,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
Grb2,Stat3,-1,0.999253093,red,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
Il6ra,Stat3,1,0.999798014,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
Prkcd,Stat3,1,0.999115664,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
Prkcd,Mapk14,1,0.999115664,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
Mapk14,Stat3,1,0.992073632,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
Mapk14,Cebpb,1,0.992073632,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
Mapk14,Jun,1,0.992073632,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
Mapk14,Fos,1,0.992073632,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
Mapk14,Dusp1,1,0.992073632,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
Ptpn6,Stat3,-1,0.999254628,red,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
Tlr2,Jun,1,0.99997943,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
Tlr2,Fos,1,0.99997943,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
Dusp1,Mapk14,-1,0.995838962,red,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
Tgfb1,Cebpb,-1,0.999400141,red,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
Pkm,Stat3,1,0.999305206,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
Csf2ra,Stat3,1,0.999942397,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
App,Mapk14,1,0.999398068,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
Gnai2,Mapk14,1,0.998868128,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
Fcer1g,Jun,-1,0.999526481,red,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
Fcer1g,Fos,-1,0.999526481,red,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
Fcgr3,Mapk14,1,0.999914595,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
H2-K1,Jun,1,0.999345513,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
H2-D1,Jun,1,0.999082959,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
B2m,Jun,1,0.999184944,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
NICHE,Grb2,1,0.997203188,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
NICHE,Il6ra,1,0.997203188,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
NICHE,Prkcd,1,0.997203188,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
NICHE,Ptpn6,1,0.997203188,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
NICHE,Tlr2,1,0.997203188,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
NICHE,Tgfb1,1,0.997203188,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
NICHE,Pkm,1,0.997203188,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
NICHE,Csf2ra,1,0.997203188,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
NICHE,App,1,0.997203188,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
NICHE,Gnai2,1,0.997203188,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
NICHE,Fcer1g,1,0.997203188,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
NICHE,Fcgr3,1,0.997203188,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
NICHE,H2-K1,1,0.997203188,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
NICHE,H2-D1,1,0.997203188,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
NICHE,B2m,1,0.997203188,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
Stat3,Klf11,1,0.998584405,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
Fos,Csrnp1,1,0.998403319,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
Stat3,Hic2,1,0.998584405,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
Cebpb,Hmgb1,-1,0.99905888,red,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
Jun,Hmgb1,-1,0.998464535,red,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
Stat3,Hmgb1,1,0.998584405,green,Dusp1,vis_net_I,Parabiosis2,BM,Mcr
Jun,Prkcb,1,0.998464535,green,B2m,vis_net_I,Parabiosis2,BM,Mcr
Prkcb,Fos,1,0.998992989,green,B2m,vis_net_I,Parabiosis2,BM,Mcr
Csk,Lyn,-1,0.999913876,red,B2m,vis_net_I,Parabiosis2,BM,Mcr
Lyn,Fos,-1,0.99867967,red,B2m,vis_net_I,Parabiosis2,BM,Mcr
Grb2,Stat3,-1,0.999253093,red,B2m,vis_net_I,Parabiosis2,BM,Mcr
Grb2,Prkcb,1,0.999253093,green,B2m,vis_net_I,Parabiosis2,BM,Mcr
Syk,Fos,-1,0.999597007,red,B2m,vis_net_I,Parabiosis2,BM,Mcr
Ptpn6,Stat3,-1,0.999254628,red,B2m,vis_net_I,Parabiosis2,BM,Mcr
Ptpn6,Lyn,-1,0.999254628,red,B2m,vis_net_I,Parabiosis2,BM,Mcr
Ptpn6,Syk,-1,0.999254628,red,B2m,vis_net_I,Parabiosis2,BM,Mcr
Ptpn6,Fcer1g,-1,0.999254628,red,B2m,vis_net_I,Parabiosis2,BM,Mcr
Fcer1g,Fos,-1,0.999526481,red,B2m,vis_net_I,Parabiosis2,BM,Mcr
Pag1,Lyn,-1,0.999725967,red,B2m,vis_net_I,Parabiosis2,BM,Mcr
Plcg2,Prkcb,1,0.99937777,green,B2m,vis_net_I,Parabiosis2,BM,Mcr
B2m,Jun,1,0.999184944,green,B2m,vis_net_I,Parabiosis2,BM,Mcr
B2m,Csk,1,0.999184944,green,B2m,vis_net_I,Parabiosis2,BM,Mcr
B2m,Grb2,1,0.999184944,green,B2m,vis_net_I,Parabiosis2,BM,Mcr
B2m,Ptpn6,1,0.999184944,green,B2m,vis_net_I,Parabiosis2,BM,Mcr
B2m,Pag1,1,0.999184944,green,B2m,vis_net_I,Parabiosis2,BM,Mcr
B2m,Plcg2,1,0.999184944,green,B2m,vis_net_I,Parabiosis2,BM,Mcr
NICHE,B2m,1,0.997203188,green,B2m,vis_net_I,Parabiosis2,BM,Mcr
Stat3,Klf11,1,0.998584405,green,B2m,vis_net_I,Parabiosis2,BM,Mcr
Fos,Csrnp1,1,0.998403319,green,B2m,vis_net_I,Parabiosis2,BM,Mcr
Stat3,Hic2,1,0.998584405,green,B2m,vis_net_I,Parabiosis2,BM,Mcr
Jun,Hmgb1,-1,0.998464535,red,B2m,vis_net_I,Parabiosis2,BM,Mcr
Jun,Prkcb,1,0.998464535,green,H2-D1,vis_net_I,Parabiosis2,BM,Mcr
Prkcb,Fos,1,0.998992989,green,H2-D1,vis_net_I,Parabiosis2,BM,Mcr
Csk,Lyn,-1,0.999913876,red,H2-D1,vis_net_I,Parabiosis2,BM,Mcr
Lyn,Fos,-1,0.99867967,red,H2-D1,vis_net_I,Parabiosis2,BM,Mcr
Grb2,Stat3,-1,0.999253093,red,H2-D1,vis_net_I,Parabiosis2,BM,Mcr
Grb2,Prkcb,1,0.999253093,green,H2-D1,vis_net_I,Parabiosis2,BM,Mcr
Syk,Fos,-1,0.999597007,red,H2-D1,vis_net_I,Parabiosis2,BM,Mcr
Ptpn6,Stat3,-1,0.999254628,red,H2-D1,vis_net_I,Parabiosis2,BM,Mcr
Ptpn6,Lyn,-1,0.999254628,red,H2-D1,vis_net_I,Parabiosis2,BM,Mcr
Ptpn6,Syk,-1,0.999254628,red,H2-D1,vis_net_I,Parabiosis2,BM,Mcr
Ptpn6,Fcer1g,-1,0.999254628,red,H2-D1,vis_net_I,Parabiosis2,BM,Mcr
Fcer1g,Fos,-1,0.999526481,red,H2-D1,vis_net_I,Parabiosis2,BM,Mcr
Pag1,Lyn,-1,0.999725967,red,H2-D1,vis_net_I,Parabiosis2,BM,Mcr
H2-D1,Jun,1,0.999082959,green,H2-D1,vis_net_I,Parabiosis2,BM,Mcr
H2-D1,Csk,1,0.999082959,green,H2-D1,vis_net_I,Parabiosis2,BM,Mcr
H2-D1,Grb2,1,0.999082959,green,H2-D1,vis_net_I,Parabiosis2,BM,Mcr
H2-D1,Ptpn6,1,0.999082959,green,H2-D1,vis_net_I,Parabiosis2,BM,Mcr
H2-D1,Pag1,1,0.999082959,green,H2-D1,vis_net_I,Parabiosis2,BM,Mcr
H2-D1,Plcg2,1,0.999082959,green,H2-D1,vis_net_I,Parabiosis2,BM,Mcr
Plcg2,Prkcb,1,0.99937777,green,H2-D1,vis_net_I,Parabiosis2,BM,Mcr
NICHE,H2-D1,1,0.997203188,green,H2-D1,vis_net_I,Parabiosis2,BM,Mcr
Stat3,Klf11,1,0.998584405,green,H2-D1,vis_net_I,Parabiosis2,BM,Mcr
Fos,Csrnp1,1,0.998403319,green,H2-D1,vis_net_I,Parabiosis2,BM,Mcr
Stat3,Hic2,1,0.998584405,green,H2-D1,vis_net_I,Parabiosis2,BM,Mcr
Jun,Hmgb1,-1,0.998464535,red,H2-D1,vis_net_I,Parabiosis2,BM,Mcr
Jun,Prkcb,1,0.998464535,green,H2-K1,vis_net_I,Parabiosis2,BM,Mcr
Prkcb,Fos,1,0.998992989,green,H2-K1,vis_net_I,Parabiosis2,BM,Mcr
Csk,Lyn,-1,0.999913876,red,H2-K1,vis_net_I,Parabiosis2,BM,Mcr
Lyn,Fos,-1,0.99867967,red,H2-K1,vis_net_I,Parabiosis2,BM,Mcr
Grb2,Stat3,-1,0.999253093,red,H2-K1,vis_net_I,Parabiosis2,BM,Mcr
Grb2,Prkcb,1,0.999253093,green,H2-K1,vis_net_I,Parabiosis2,BM,Mcr
Syk,Fos,-1,0.999597007,red,H2-K1,vis_net_I,Parabiosis2,BM,Mcr
Ptpn6,Stat3,-1,0.999254628,red,H2-K1,vis_net_I,Parabiosis2,BM,Mcr
Ptpn6,Lyn,-1,0.999254628,red,H2-K1,vis_net_I,Parabiosis2,BM,Mcr
Ptpn6,Syk,-1,0.999254628,red,H2-K1,vis_net_I,Parabiosis2,BM,Mcr
Ptpn6,Fcer1g,-1,0.999254628,red,H2-K1,vis_net_I,Parabiosis2,BM,Mcr
Fcer1g,Fos,-1,0.999526481,red,H2-K1,vis_net_I,Parabiosis2,BM,Mcr
Pag1,Lyn,-1,0.999725967,red,H2-K1,vis_net_I,Parabiosis2,BM,Mcr
H2-K1,Jun,1,0.999345513,green,H2-K1,vis_net_I,Parabiosis2,BM,Mcr
H2-K1,Csk,1,0.999345513,green,H2-K1,vis_net_I,Parabiosis2,BM,Mcr
H2-K1,Grb2,1,0.999345513,green,H2-K1,vis_net_I,Parabiosis2,BM,Mcr
H2-K1,Ptpn6,1,0.999345513,green,H2-K1,vis_net_I,Parabiosis2,BM,Mcr
H2-K1,Pag1,1,0.999345513,green,H2-K1,vis_net_I,Parabiosis2,BM,Mcr
H2-K1,Plcg2,1,0.999345513,green,H2-K1,vis_net_I,Parabiosis2,BM,Mcr
Plcg2,Prkcb,1,0.99937777,green,H2-K1,vis_net_I,Parabiosis2,BM,Mcr
NICHE,H2-K1,1,0.997203188,green,H2-K1,vis_net_I,Parabiosis2,BM,Mcr
Stat3,Klf11,1,0.998584405,green,H2-K1,vis_net_I,Parabiosis2,BM,Mcr
Fos,Csrnp1,1,0.998403319,green,H2-K1,vis_net_I,Parabiosis2,BM,Mcr
Stat3,Hic2,1,0.998584405,green,H2-K1,vis_net_I,Parabiosis2,BM,Mcr
Jun,Hmgb1,-1,0.998464535,red,H2-K1,vis_net_I,Parabiosis2,BM,Mcr
Prkcb,Fos,1,0.998992989,green,Grb2,vis_net_I,Parabiosis2,BM,Mcr
Grb2,Stat3,-1,0.999253093,red,Grb2,vis_net_I,Parabiosis2,BM,Mcr
Grb2,Prkcb,1,0.999253093,green,Grb2,vis_net_I,Parabiosis2,BM,Mcr
NICHE,Grb2,1,0.997203188,green,Grb2,vis_net_I,Parabiosis2,BM,Mcr
Stat3,Klf11,1,0.998584405,green,Grb2,vis_net_I,Parabiosis2,BM,Mcr
Fos,Csrnp1,1,0.998403319,green,Grb2,vis_net_I,Parabiosis2,BM,Mcr
Stat3,Hic2,1,0.998584405,green,Grb2,vis_net_I,Parabiosis2,BM,Mcr
Stat3,Hmgb1,1,0.998584405,green,Grb2,vis_net_I,Parabiosis2,BM,Mcr
Lyn,Fos,-1,0.99867967,red,Ptpn6,vis_net_I,Parabiosis2,BM,Mcr
Syk,Fos,-1,0.999597007,red,Ptpn6,vis_net_I,Parabiosis2,BM,Mcr
Ptpn6,Stat3,-1,0.999254628,red,Ptpn6,vis_net_I,Parabiosis2,BM,Mcr
Ptpn6,Lyn,-1,0.999254628,red,Ptpn6,vis_net_I,Parabiosis2,BM,Mcr
Ptpn6,Syk,-1,0.999254628,red,Ptpn6,vis_net_I,Parabiosis2,BM,Mcr
Ptpn6,Fcer1g,-1,0.999254628,red,Ptpn6,vis_net_I,Parabiosis2,BM,Mcr
Fcer1g,Fos,-1,0.999526481,red,Ptpn6,vis_net_I,Parabiosis2,BM,Mcr
NICHE,Ptpn6,1,0.997203188,green,Ptpn6,vis_net_I,Parabiosis2,BM,Mcr
Stat3,Klf11,1,0.998584405,green,Ptpn6,vis_net_I,Parabiosis2,BM,Mcr
Fos,Csrnp1,1,0.998403319,green,Ptpn6,vis_net_I,Parabiosis2,BM,Mcr
Stat3,Hic2,1,0.998584405,green,Ptpn6,vis_net_I,Parabiosis2,BM,Mcr
Stat3,Hmgb1,1,0.998584405,green,Ptpn6,vis_net_I,Parabiosis2,BM,Mcr
Elf1,Asap1,1,0.999712662,green,Ppp2ca,vis_net_A,Parabiosis2,BM,Megakaryocyte
Ppp2ca,Elf1,-1,0.999275909,red,Ppp2ca,vis_net_A,Parabiosis2,BM,Megakaryocyte
Rhoa,Grb2,1,0.999313803,green,Ppp2ca,vis_net_A,Parabiosis2,BM,Megakaryocyte
Grb2,Stat3,-1,0.999636836,red,Ppp2ca,vis_net_A,Parabiosis2,BM,Megakaryocyte
Asap1,Rhoa,1,0.9998853,green,Ppp2ca,vis_net_A,Parabiosis2,BM,Megakaryocyte
NICHE,Ppp2ca,1,0.999350355,green,Ppp2ca,vis_net_A,Parabiosis2,BM,Megakaryocyte
Stat3,Hivep2,1,0.999984424,green,Ppp2ca,vis_net_A,Parabiosis2,BM,Megakaryocyte
Elf1,Zfp398,-1,0.999712662,red,Ppp2ca,vis_net_A,Parabiosis2,BM,Megakaryocyte
Nfkb1,Ppp2ca,1,0.996160534,green,Grb2,vis_net_I,Parabiosis2,BM,Megakaryocyte
Ppp2ca,Elf1,-1,0.999275909,red,Grb2,vis_net_I,Parabiosis2,BM,Megakaryocyte
Grb2,Stat3,-1,0.999636836,red,Grb2,vis_net_I,Parabiosis2,BM,Megakaryocyte
Grb2,Rap1b,1,0.999636836,green,Grb2,vis_net_I,Parabiosis2,BM,Megakaryocyte
Grb2,Dapp1,1,0.999636836,green,Grb2,vis_net_I,Parabiosis2,BM,Megakaryocyte
Braf,Ywhaq,1,0.999977978,green,Grb2,vis_net_I,Parabiosis2,BM,Megakaryocyte
Braf,Ywhae,1,0.999977978,green,Grb2,vis_net_I,Parabiosis2,BM,Megakaryocyte
Ywhaq,Ppp2ca,-1,0.999790496,red,Grb2,vis_net_I,Parabiosis2,BM,Megakaryocyte
Rap1b,Braf,1,0.999894443,green,Grb2,vis_net_I,Parabiosis2,BM,Megakaryocyte
Ywhae,Ppp2ca,-1,0.999741396,red,Grb2,vis_net_I,Parabiosis2,BM,Megakaryocyte
Rac2,Nfkb1,1,0.99954967,green,Grb2,vis_net_I,Parabiosis2,BM,Megakaryocyte
Dapp1,Rac2,1,0.999818861,green,Grb2,vis_net_I,Parabiosis2,BM,Megakaryocyte
NICHE,Grb2,1,0.999350355,green,Grb2,vis_net_I,Parabiosis2,BM,Megakaryocyte
Stat3,Hivep2,1,0.999984424,green,Grb2,vis_net_I,Parabiosis2,BM,Megakaryocyte
Elf1,Zfp398,-1,0.999712662,red,Grb2,vis_net_I,Parabiosis2,BM,Megakaryocyte
Ybx1,Sumo1,-1,0.999619457,red,Akt1,vis_net_A,Parabiosis2,BM,Monocy
Jun,Mapk1,1,0.996946818,green,Akt1,vis_net_A,Parabiosis2,BM,Monocy
Jun,Prkcb,1,0.996946818,green,Akt1,vis_net_A,Parabiosis2,BM,Monocy
Mapk1,Fos,1,0.999062305,green,Akt1,vis_net_A,Parabiosis2,BM,Monocy
Prkcb,Fos,1,0.999818945,green,Akt1,vis_net_A,Parabiosis2,BM,Monocy
Akt1,Ybx1,1,0.998852682,green,Akt1,vis_net_A,Parabiosis2,BM,Monocy
Akt1,Jun,-1,0.998852682,red,Akt1,vis_net_A,Parabiosis2,BM,Monocy
Akt1,Ppp1ca,-1,0.998852682,red,Akt1,vis_net_A,Parabiosis2,BM,Monocy
Mapk3,Fos,1,0.997017052,green,Akt1,vis_net_A,Parabiosis2,BM,Monocy
Ppp1ca,Stat3,-1,0.999492465,red,Akt1,vis_net_A,Parabiosis2,BM,Monocy
Ppp1ca,Mapk1,-1,0.999492465,red,Akt1,vis_net_A,Parabiosis2,BM,Monocy
Ppp1ca,Mapk3,-1,0.999492465,red,Akt1,vis_net_A,Parabiosis2,BM,Monocy
Sumo1,Ctcf,1,0.999902347,green,Akt1,vis_net_A,Parabiosis2,BM,Monocy
Gnai2,Akt1,1,0.997912922,green,Akt1,vis_net_A,Parabiosis2,BM,Monocy
NICHE,Gnai2,1,0.986396108,green,Akt1,vis_net_A,Parabiosis2,BM,Monocy
Jun,Zbtb20,-1,0.996946818,red,Akt1,vis_net_A,Parabiosis2,BM,Monocy
Jun,Batf3,-1,0.996946818,red,Akt1,vis_net_A,Parabiosis2,BM,Monocy
Fos,Csrnp1,1,0.997809231,green,Akt1,vis_net_A,Parabiosis2,BM,Monocy
Ctcf,Zfp329,-1,0.999995772,red,Akt1,vis_net_A,Parabiosis2,BM,Monocy
Jun,Glis1,-1,0.996946818,red,Akt1,vis_net_A,Parabiosis2,BM,Monocy
Stat3,Hic2,1,0.998800952,green,Akt1,vis_net_A,Parabiosis2,BM,Monocy
Ybx1,Sumo1,-1,0.999619457,red,Lyn,vis_net_A,Parabiosis2,BM,Monocy
Nfkb1,Pkm,1,0.995229279,green,Lyn,vis_net_A,Parabiosis2,BM,Monocy
Fos,Pkm,1,0.997809231,green,Lyn,vis_net_A,Parabiosis2,BM,Monocy
Ptprc,Lyn,1,0.99953053,green,Lyn,vis_net_A,Parabiosis2,BM,Monocy
Akt1,Ybx1,1,0.998852682,green,Lyn,vis_net_A,Parabiosis2,BM,Monocy
Rhoa,Akt1,1,0.992250129,green,Lyn,vis_net_A,Parabiosis2,BM,Monocy
Lyn,Nfkb1,1,0.998796813,green,Lyn,vis_net_A,Parabiosis2,BM,Monocy
Lyn,Jun,-1,0.998796813,red,Lyn,vis_net_A,Parabiosis2,BM,Monocy
Lyn,Fos,-1,0.998796813,red,Lyn,vis_net_A,Parabiosis2,BM,Monocy
Lyn,Rhoa,1,0.998796813,green,Lyn,vis_net_A,Parabiosis2,BM,Monocy
Lyn,Rac1,1,0.998796813,green,Lyn,vis_net_A,Parabiosis2,BM,Monocy
Prkcd,Lyn,1,0.998878107,green,Lyn,vis_net_A,Parabiosis2,BM,Monocy
Ptpn6,Lyn,-1,0.998835758,red,Lyn,vis_net_A,Parabiosis2,BM,Monocy
Rac1,Akt1,1,0.993877076,green,Lyn,vis_net_A,Parabiosis2,BM,Monocy
Sumo1,Ctcf,1,0.999902347,green,Lyn,vis_net_A,Parabiosis2,BM,Monocy
Pkm,Stat3,1,0.998818885,green,Lyn,vis_net_A,Parabiosis2,BM,Monocy
NICHE,Ptprc,1,0.986396108,green,Lyn,vis_net_A,Parabiosis2,BM,Monocy
NICHE,Prkcd,1,0.986396108,green,Lyn,vis_net_A,Parabiosis2,BM,Monocy
NICHE,Ptpn6,1,0.986396108,green,Lyn,vis_net_A,Parabiosis2,BM,Monocy
Jun,Zbtb20,-1,0.996946818,red,Lyn,vis_net_A,Parabiosis2,BM,Monocy
Jun,Batf3,-1,0.996946818,red,Lyn,vis_net_A,Parabiosis2,BM,Monocy
Fos,Csrnp1,1,0.997809231,green,Lyn,vis_net_A,Parabiosis2,BM,Monocy
Fos,Batf3,-1,0.997809231,red,Lyn,vis_net_A,Parabiosis2,BM,Monocy
Ctcf,Zfp329,-1,0.999995772,red,Lyn,vis_net_A,Parabiosis2,BM,Monocy
Jun,Glis1,-1,0.996946818,red,Lyn,vis_net_A,Parabiosis2,BM,Monocy
Fos,Glis1,-1,0.997809231,red,Lyn,vis_net_A,Parabiosis2,BM,Monocy
Stat3,Hic2,1,0.998800952,green,Lyn,vis_net_A,Parabiosis2,BM,Monocy
Prkcb,Fos,1,0.987920144,green,Itgam,vis_net_A,Parabiosis2,BM,Neu
Rhoa,Mapk3,1,0.865644336,green,Itgam,vis_net_A,Parabiosis2,BM,Neu
Rhoa,Grb2,1,0.865644336,green,Itgam,vis_net_A,Parabiosis2,BM,Neu
Rhoa,Jak1,1,0.865644336,green,Itgam,vis_net_A,Parabiosis2,BM,Neu
Mapk3,Ptpn6,-1,0.982303885,red,Itgam,vis_net_A,Parabiosis2,BM,Neu
Grb2,Prkcb,1,0.985726535,green,Itgam,vis_net_A,Parabiosis2,BM,Neu
Ptpn6,Fcer1g,-1,0.994972443,red,Itgam,vis_net_A,Parabiosis2,BM,Neu
Fcer1g,Jun,-1,0.996463969,red,Itgam,vis_net_A,Parabiosis2,BM,Neu
Jak1,Prkcb,1,0.990026936,green,Itgam,vis_net_A,Parabiosis2,BM,Neu
Itgam,Rhoa,1,0.954274001,green,Itgam,vis_net_A,Parabiosis2,BM,Neu
NICHE,Itgam,1,0.991845803,green,Itgam,vis_net_A,Parabiosis2,BM,Neu
Jun,Zbtb20,-1,0.99930494,red,Itgam,vis_net_A,Parabiosis2,BM,Neu
Fos,Csrnp1,1,0.996922382,green,Itgam,vis_net_A,Parabiosis2,BM,Neu
Ikzf1,Prkcb,1,0.995344913,green,Ppp1cb,vis_net_A,Parabiosis2,BM,Neu
Ikzf1,Lyn,1,0.995344913,green,Ppp1cb,vis_net_A,Parabiosis2,BM,Neu
Prkcb,Fos,1,0.987920144,green,Ppp1cb,vis_net_A,Parabiosis2,BM,Neu
Rhoa,Ppp1cb,1,0.865644336,green,Ppp1cb,vis_net_A,Parabiosis2,BM,Neu
Lyn,Fos,-1,0.991019985,red,Ppp1cb,vis_net_A,Parabiosis2,BM,Neu
Lyn,Fcer1g,1,0.991019985,green,Ppp1cb,vis_net_A,Parabiosis2,BM,Neu
Prkcd,Rhoa,1,0.999428758,green,Ppp1cb,vis_net_A,Parabiosis2,BM,Neu
Ppp1cb,Ikzf1,1,0.989940083,green,Ppp1cb,vis_net_A,Parabiosis2,BM,Neu
Gnai2,Rhoa,1,0.978888297,green,Ppp1cb,vis_net_A,Parabiosis2,BM,Neu
Fcer1g,Jun,-1,0.996463969,red,Ppp1cb,vis_net_A,Parabiosis2,BM,Neu
Itgam,Rhoa,1,0.954274001,green,Ppp1cb,vis_net_A,Parabiosis2,BM,Neu
Itgb2,Rhoa,1,0.962535292,green,Ppp1cb,vis_net_A,Parabiosis2,BM,Neu
NICHE,Prkcd,1,0.991845803,green,Ppp1cb,vis_net_A,Parabiosis2,BM,Neu
NICHE,Gnai2,1,0.991845803,green,Ppp1cb,vis_net_A,Parabiosis2,BM,Neu
NICHE,Itgam,1,0.991845803,green,Ppp1cb,vis_net_A,Parabiosis2,BM,Neu
NICHE,Itgb2,1,0.991845803,green,Ppp1cb,vis_net_A,Parabiosis2,BM,Neu
Jun,Zbtb20,-1,0.99930494,red,Ppp1cb,vis_net_A,Parabiosis2,BM,Neu
Fos,Csrnp1,1,0.996922382,green,Ppp1cb,vis_net_A,Parabiosis2,BM,Neu
Mef2c,Plcg2,1,0.973685311,green,Mapk14,vis_net_I,Parabiosis2,Brain,Mgl
Ptprc,Lyn,1,0.998746462,green,Mapk14,vis_net_I,Parabiosis2,Brain,Mgl
Prkca,Mapk14,1,0.960010749,green,Mapk14,vis_net_I,Parabiosis2,Brain,Mgl
Prkca,Crebbp,-1,0.960010749,red,Mapk14,vis_net_I,Parabiosis2,Brain,Mgl
Prkcb,Mapk14,1,0.896840727,green,Mapk14,vis_net_I,Parabiosis2,Brain,Mgl
Lyn,Mapk14,1,0.872864528,green,Mapk14,vis_net_I,Parabiosis2,Brain,Mgl
Prkcd,Lyn,1,0.993292594,green,Mapk14,vis_net_I,Parabiosis2,Brain,Mgl
Ptk2b,Lyn,1,0.959834476,green,Mapk14,vis_net_I,Parabiosis2,Brain,Mgl
Mapk14,Mef2a,1,0.952203013,green,Mapk14,vis_net_I,Parabiosis2,Brain,Mgl
Mapk14,Mef2c,1,0.952203013,green,Mapk14,vis_net_I,Parabiosis2,Brain,Mgl
Erbb4,Prkca,1,0.99859562,green,Mapk14,vis_net_I,Parabiosis2,Brain,Mgl
Erbb4,Prkcb,1,0.99859562,green,Mapk14,vis_net_I,Parabiosis2,Brain,Mgl
Fgfr2,Prkca,1,0.98293447,green,Mapk14,vis_net_I,Parabiosis2,Brain,Mgl
Fgfr2,Prkcb,1,0.98293447,green,Mapk14,vis_net_I,Parabiosis2,Brain,Mgl
Pdgfb,Lyn,1,0.998833478,green,Mapk14,vis_net_I,Parabiosis2,Brain,Mgl
Nrg3,Prkca,1,0.997989356,green,Mapk14,vis_net_I,Parabiosis2,Brain,Mgl
Nrg3,Prkcb,1,0.997989356,green,Mapk14,vis_net_I,Parabiosis2,Brain,Mgl
Crebbp,Mitf,1,0.993418028,green,Mapk14,vis_net_I,Parabiosis2,Brain,Mgl
Gria1,Lyn,1,0.999273584,green,Mapk14,vis_net_I,Parabiosis2,Brain,Mgl
Gria2,Lyn,1,0.946155575,green,Mapk14,vis_net_I,Parabiosis2,Brain,Mgl
Plcg2,Prkca,1,0.959010292,green,Mapk14,vis_net_I,Parabiosis2,Brain,Mgl
NICHE,Ptprc,1,0.971466772,green,Mapk14,vis_net_I,Parabiosis2,Brain,Mgl
